"FirstName","LastName","lat","lon","county","city","state","LandValue","DwellingUnitSize","PropertyType","EstHomeValue"
"Woodrow","Little",33.95114,-113.90577,"La Paz County","Bouse Hills","Arizona","$10000","1-Single Family Dwelling","Residential","$137500"
"Katelin","Welch",44.12485,-120.69001,"Crook County","Roberts","Oregon","$13000","1-Single Family Dwelling","Residential","$355200"
"Franklin","Crona",29.11247,-98.32307,"Wilson County","Fairview","Texas","","","Residential","$128500"
"Ruthann","Stokes",47.97279,-92.09941,"Saint Louis County","Tidbit Lake","Minnesota","$11000","1-Single Family Dwelling","Condominium","$91700"
"Gordon","Oberbrunner",44.03508,-69.53671,"Lincoln County","Newcastle","Maine","$6000","1-Single Family Dwelling","Residential","$183200"
"Emelina","Heidenreich",34.52726,-91.28532,"Arkansas County","Preston Ferry","Arkansas","","1-Single Family Dwelling","Residential","$75600"
"Ines","VonRueden",36.74015,-76.56551,"City of Suffolk","Suffolk","Virginia","$13000","1-Single Family Dwelling","Residential","$190700"
"Ying","Botsford",39.99404,-122.83723,"Tehama County","Griffin Place","California","$7000","1-Single Family Dwelling","Residential","$162500"
"James","O'Reilly",28.07418,-82.47176,"Hillsborough County","Lake Magdalene","Florida","$6000","1-Single Family Dwelling","Residential","$257700"
"Terrance","Windler",37.31338,-93.04879,"Webster County","Strafford","Missouri","$13000","","Residential","$162500"
"Diedra","Walker",42.29279,-71.31663,"Norfolk County","Wellesley","Massachusetts","$7000","1-Single Family Dwelling","Apartment/Group Living","$87500"
"Lynsey","Kessler",47.41991,-116.45461,"Kootenai County","Kootenai Peak","Idaho","","1-Single Family Dwelling","Apartment/Group Living","$317700"
"Dan","Barrows",39.39445,-94.21411,"Clay County","Excelsior Springs","Missouri","$5000","1-Single Family Dwelling","Apartment/Group Living","$146452"
"Armando","Christiansen",37.54784,-85.54885,"Larue County","Gleanings","Kentucky","$11000","1-Single Family Dwelling","Residential","$169600"
"Jed","Berge",43.96164,-92.45636,"Olmsted County","Rochester","Minnesota","","1-Single Family Dwelling","Residential","$78600"
"Charlie","Lang",38.5838,-120.46076,"El Dorado County","Croft","California","$12000","1-Single Family Dwelling","Residential","$200400"
"Moises","Ullrich",33.53023,-80.57123,"Orangeburg County","Elloree","South Carolina","$15000","1-Single Family Dwelling","Residential","$146100"
"Bobbie","Blanda",39.89583,-82.8494,"Franklin County","Reynoldsburg","Ohio","$8000","1-Single Family Dwelling","Condominium","$245321"
"Walker","Cummerata",36.38535,-92.7385,"Marion County","Lakeway","Arkansas","$22000","1-Single Family Dwelling","Residential","$242700"
"Andy","Connelly",47.35189,-112.75532,"Lewis and Clark County","Straight Creek Pass","Montana","","1-Single Family Dwelling","Unknown","$161166"
"Stephania","VonRueden",40.89229,-88.40617,"Livingston County","Saunemin","Illinois","","1-Single Family Dwelling","Condominium","$115300"
"Melaine","Bosco",34.87621,-90.8815,"Lee County","Four Forks","Arkansas","$12000","1-Single Family Dwelling","Unknown","$246794"
"Rogelio","Kihn",43.21195,-88.10176,"Washington County","Germantown","Wisconsin","$1000","1-Single Family Dwelling","Residential","$194500"
"Odessa","Murray",40.71403,-74.00283,"New York County","New York City","New York","","1-Single Family Dwelling","Condominium","$162500"
"Dewey","Johns",30.50214,-87.9036,"Baldwin County","Fairhope","Alabama","","1-Single Family Dwelling","Residential","$136050"
"Evelynn","Fritsch",40.67499,-103.19771,"Logan County","Sterling","Colorado","$3000","1-Single Family Dwelling","Residential","$1369400"
"Elly","Ryan",34.03206,-80.97185,"Richland County","Columbia","South Carolina","","101 and up","Residential","$170500"
"Clarence","Goldner",30.61242,-92.12623,"Saint Landry Parish","Plaisance","Louisiana","","1-Single Family Dwelling","Residential","$237500"
"Basil","Littel",33.93982,-86.02358,"Etowah County","Southside","Alabama","$16000","1-Single Family Dwelling","Residential","$134900"
"Josue","Stiedemann",39.23433,-121.66191,"Sutter County","Live Oak","California","$9000","1-Single Family Dwelling","Residential","$117100"
"Angella","Miller",39.5375,-83.45361,"Fayette County","Washington Court House","Ohio","","1-Single Family Dwelling","Apartment/Group Living","$212500"
"Olen","Gulgowski",36.89864,-96.97698,"Kay County","Newkirk","Oklahoma","$5000","1-Single Family Dwelling","Residential","$62500"
"Paul","Bergnaum",43.26117,-79.04755,"Niagara County","Youngstown","New York","$15000","1-Single Family Dwelling","Apartment/Group Living","$237500"
"Christoper","Jacobi",36.76453,-83.34213,"Harlan County","Stanfill","Kentucky","","1-Single Family Dwelling","Residential","$142400"
"Jarred","Daniel",45.53357,-92.52798,"Polk County","Milltown","Wisconsin","$17000","1-Single Family Dwelling","Residential","$195700"
"Yoko","Pacocha",27.59214,-98.42806,"Duval County","Benavides","Texas","","1-Single Family Dwelling","Residential","$417200"
"Carma","Schulist",47.10545,-117.31491,"Whitman County","Oakesdale","Washington","$16000","1-Single Family Dwelling","Residential","$72400"
"Rudolf","Gleason",48.05078,-115.52879,"Lincoln County","West Fisher Creek Mine","Montana","$16000","","Apartment/Group Living","$47499"
"Madge","Ledner",43.54514,-70.8407,"York County","Shapleigh","Maine","$35000","1-Single Family Dwelling","Residential","$137500"
"Dominique","Hane",41.21395,-78.8367,"Jefferson County","Brockway","Pennsylvania","$14000","1-Single Family Dwelling","Apartment/Group Living","$119330"
"Rodney","Bednar",34.5536,-118.41119,"Los Angeles County","Green Valley","California","","","Apartment/Group Living","$116421"
"Cleotilde","Hermiston",28.07418,-82.47176,"Hillsborough County","Lake Magdalene","Florida","$10000","1-Single Family Dwelling","Residential","$152940"
"Cletus","Wolf",44.9283,-93.98303,"Carver County","Winsted","Minnesota","$18000","1-Single Family Dwelling","Residential","$121600"
"Antione","Bradtke",43.31675,-76.4161,"Oswego County","Fulton","New York","$6000","","Residential","$260100"
"Miss","Hessel",28.0734,-81.8514,"Polk County","Auburndale","Florida","$4000","","Duplex","$382900"
"Logan","Kautzer",33.399,-85.37356,"Randolph County","Providence","Alabama","$7000","1-Single Family Dwelling","Residential","$196100"
"Joseph","Schumm",41.09721,-94.97526,"Montgomery County","Morton Mills","Iowa","","10-19","Residential","$132000"
"Pam","Yundt",37.54784,-85.54885,"Larue County","Gleanings","Kentucky","","1-Single Family Dwelling","Residential","$122800"
"Sheri","Nikolaus",38.37186,-121.48912,"Sacramento County","Laguna","California","","1-Single Family Dwelling","Apartment/Group Living","$166300"
"Donny","Torphy",33.8317,-105.75916,"Lincoln County","Ramsdale Place","New Mexico","$10000","1-Single Family Dwelling","Apartment/Group Living","$237500"
"Basilia","Cummerata",36.09046,-111.1712,"Coconino County","Tuba City","Arizona","$18000","1-Single Family Dwelling","Residential","$195624"
"Jordon","Legros",46.39218,-109.13128,"Golden Valley County","07N21E05BBC_01 Well","Montana","","1-Single Family Dwelling","Residential","$170200"
"Danuta","Dickinson",41.16589,-78.0625,"Clearfield County","Pottersdale","Pennsylvania","","1-Single Family Dwelling","Unknown","$72307"
"Kaitlyn","Cremin",33.93759,-103.52885,"Roosevelt County","06079 Water Well","New Mexico","$18000","1-Single Family Dwelling","Residential","$262500"
"Efrain","Koelpin",32.2313,-81.83067,"Evans County","Edna","Georgia","$15000","1-Single Family Dwelling","Residential","$153700"
"Dominick","Welch",44.09651,-123.07286,"Lane County","Eugene","Oregon","","","Residential","$57700"
"Mai","Roob",38.39658,-121.00578,"Amador County","Carbondale","California","","","Residential","$109900"
"Roxy","Flatley",37.59148,-101.35758,"Grant County","Ulysses","Kansas","$15000","1-Single Family Dwelling","Residential","$236000"
"Lavern","Rutherford",41.15899,-73.25928,"Fairfield County","Bridgeport","Connecticut","$6000","1-Single Family Dwelling","Residential","$143000"
"Zena","Upton",20.02,-155.37972,"Hawaii County","Pa‘auilo","Hawaii","$11000","1-Single Family Dwelling","Residential","$268000"
"Jama","Cartwright",35.0685,-78.4325,"Sampson County","Reynolds Crossroads","North Carolina","$6000","10-19","Residential","$253300"
"Jerrica","Metz",40.99914,-106.14918,"Larimer County","Wyocolo","Colorado","$9000","1-Single Family Dwelling","Residential","$153300"
"Twyla","Labadie",34.83704,-89.40008,"Marshall County","Atway","Mississippi","$13000","1-Single Family Dwelling","Residential","$87500"
"Federico","McKenzie",36.16512,-82.15985,"Carter County","Backwoods","Tennessee","$14000","1-Single Family Dwelling","Residential","$129200"
"Thora","Connelly",31.61322,-89.52396,"Covington County","Collins","Mississippi","","1-Single Family Dwelling","Residential","$115600"
"Valarie","Mann",37.01856,-120.31101,"Madera County","Dairyland","California","$12000","1-Single Family Dwelling","Residential","$94600"
"Isreal","Stroman",31.99433,-99.06435,"Brown County","Williams","Texas","","1-Single Family Dwelling","Residential","$125800"
"Tyler","Flatley",32.88263,-87.9264,"Greene County","Eutaw","Alabama","$8000","1-Single Family Dwelling","Residential","$90700"
"Edwardo","Veum",35.73801,-118.95732,"Kern County","Coyote Gulch","California","","1-Single Family Dwelling","Residential","$150300"
"Minh","Effertz",36.26068,-81.81011,"Watauga County","Sugar Grove","North Carolina","$9000","1-Single Family Dwelling","Residential","$215100"
"Ralph","Robel",41.72403,-81.24616,"Lake County","Painesville","Ohio","$3000","1-Single Family Dwelling","Residential","$152940"
"September","Connelly",37.34348,-78.37805,"Cumberland County","Farmville","Virginia","$16000","1-Single Family Dwelling","Residential","$168200"
"Milagros","Herman",41.43361,-82.05833,"Lorain County","Avon","Ohio","","3-Triplex","Residential","$166600"
"Evangeline","White",65.38333,-167.5,"NULL","Port Clarence Valley","NULL","$7000","1-Single Family Dwelling","Residential","$116300"
"Charles","Leffler",38.5764,-100.37597,"Lane County","Shields","Kansas","$18000","1-Single Family Dwelling","Residential","$257500"
"Tawana","Ebert",38.0393,-76.92191,"Essex County","Lukes Island (historical)","Virginia","$12000","1-Single Family Dwelling","Triplex","$191300"
"Jeana","Leuschke",28.87969,-81.29451,"Volusia County","Deltona","Florida","$17000","","Residential","$271980"
"Creola","Blick",29.92687,-91.5915,"Saint Mary Parish","Jeanerette","Louisiana","$11000","1-Single Family Dwelling","Residential","$195700"
"Lanny","Kutch",30.27379,-97.78646,"Travis County","Austin","Texas","$5000","","Apartment/Group Living","$197753"
"Dierdre","Carter",37.86416,-109.82485,"San Juan County","North Long Point","Utah","$9000","1-Single Family Dwelling","Residential","$62500"
"Jeffrey","Ortiz",61.84145,-149.16154,"Matanuska-Susitna Borough","Lower Reed Lake","Alaska","","","Residential","$69400"
"Kami","Langworth",38.70284,-85.90497,"Washington County","Little York","Indiana","$14000","1-Single Family Dwelling","Apartment/Group Living","$37500"
"Hayden","Rodriguez",42.72396,-74.58209,"Schoharie County","Gardnersville","New York","$30000","1-Single Family Dwelling","Residential","$150400"
"Stephan","Rippin",44.47916,-120.03807,"Wheeler County","Spoos Mill","Oregon","$14000","","Apartment/Group Living","$206249"
"Lissette","Hammes",34.55259,-92.45099,"Saline County","Bryant","Arkansas","","1-Single Family Dwelling","Residential","$437500"
"Rodger","Romaguera",42.69701,-78.35863,"Wyoming County","Strykersville","New York","","1-Single Family Dwelling","Residential","$41249"
"Peter","Nitzsche",43.24549,-110.26129,"Sublette County","Elbow Draw","Wyoming","$12000","","Residential","$137900"
"Roland","Lesch",39.34143,-87.53141,"Vigo County","Hutton","Indiana","$22000","1-Single Family Dwelling","Apartment/Group Living","$132352"
"Star","Ryan",32.85146,-107.85281,"Grant County","Bull Trap Canyon","New Mexico","$18000","1-Single Family Dwelling","Residential","$162500"
"Adolfo","Sporer",36.08125,-79.27863,"Alamance County","Mebane","North Carolina","$18000","","Apartment/Group Living","$154236"
"Jeanne","Heaney",37.82254,-94.6144,"Vernon County","Eve","Missouri","$6000","1-Single Family Dwelling","Residential","$1410000"
"Aron","O'Reilly",37.80927,-81.98123,"Logan County","Rossmore","West Virginia","","1-Single Family Dwelling","Residential","$249000"
"Edison","Towne",41.42342,-75.27879,"Wayne County","The Hideout","Pennsylvania","","5-9","Residential","$222100"
"Rudolph","Barrows",39.76472,-86.15583,"Marion County","Indianapolis","Indiana","","1-Single Family Dwelling","Residential","$347700"
"Willard","Larkin",40.67096,-75.49605,"Lehigh County","Whitehall Township","Pennsylvania","","1-Single Family Dwelling","Residential","$491900"
"Birgit","Rath",36.94123,-81.09176,"Wythe County","Wytheville","Virginia","","1-Single Family Dwelling","Residential","$416400"
"Donna","Lockman",32.6013,-83.33772,"Twiggs County","District Path","Georgia","$21000","1-Single Family Dwelling","Apartment/Group Living","$245321"
"Edmond","Hagenes",35.41,-119.4117,"Kern County","Buttonwillow","California","$16000","1-Single Family Dwelling","Unknown","$237499"
"Amanda","O'Keefe",35.56172,-99.52204,"Roger Mills County","Herring","Oklahoma","$11000","1-Single Family Dwelling","Residential","$315400"
"Gretta","Hauck",44.53506,-72.0051,"Caledonia County","Lyndon","Vermont","","1-Single Family Dwelling","Residential","$160200"
"Edwin","Murazik",47.55548,-115.89516,"Shoshone County","Carbon Center","Idaho","","1-Single Family Dwelling","Residential","$237500"
"Lashell","Walker",37.68505,-86.75665,"Ohio County","Haynesville","Kentucky","","1-Single Family Dwelling","Residential","$245321"
"Lazaro","Cremin",40.65334,-99.71373,"Gosper County","Phillippi Dam","Nebraska","$4000","1-Single Family Dwelling","Residential","$112500"
"Mertie","Torp",31.59176,-98.92216,"Brown County","Tenmile Crossing","Texas","","","Residential","$169700"
"Carri","Rolfson",38.11797,-122.0233,"Solano County","Pierce","California","","1-Single Family Dwelling","Residential","$210900"
"Virgina","Terry",32.60125,-94.87105,"Upshur County","East Mountain","Texas","","1-Single Family Dwelling","Residential","$162500"
"Tamatha","Ernser",31.3206,-94.72898,"Angelina County","Lufkin","Texas","","1-Single Family Dwelling","Residential","$87500"
"Delbert","Johnson",45.42722,-122.70222,"Clackamas County","Lake Oswego","Oregon","$17000","1-Single Family Dwelling","Residential","$416400"
"Seth","Weissnat",30.11728,-83.61685,"Taylor County","Perry","Florida","$12000","1-Single Family Dwelling","Residential","$272200"
"Genny","Kerluke",39.02175,-82.02903,"Mason County","Mason","West Virginia","","","Duplex","$147600"
"Royal","Grant",41.61277,-95.89557,"Harrison County","Missouri Valley","Iowa","$8000","1-Single Family Dwelling","Residential","$112900"
"Vina","Runte",37.24339,-85.52913,"Green County","Greensburg","Kentucky","$11000","1-Single Family Dwelling","Residential","$72452"
"Oscar","Huels",39.52889,-97.46476,"Cheyenne County","Ames","Kansas","$14000","1-Single Family Dwelling","Apartment/Group Living","$112500"
"Leonard","Altenwerth",34.05833,-117.01667,"San Bernardino County","Yucaipa","California","$9000","1-Single Family Dwelling","Residential","$92000"
"Monserrate","Cartwright",32.6084,-110.5437,"Pinal County","Peppersauce Wash","Arizona","","1-Single Family Dwelling","Residential","$105700"
"Jackie","Ledner",41.87478,-80.47118,"Erie County","Tracy","Pennsylvania","$9000","1-Single Family Dwelling","Residential","$131943"
"Kurtis","Hyatt",37.80198,-93.16158,"Dallas County","Urbana","Missouri","","1-Single Family Dwelling","Residential","$305100"
"Yvonne","Kemmer",39.99398,-78.08528,"Fulton County","Green Hill","Pennsylvania","$3000","1-Single Family Dwelling","Residential","$222600"
"Shantel","Waelchi",33.21263,-93.02516,"Columbia County","Spotville","Arkansas","$5000","3-Triplex","Residential","$162500"
"Karole","Grady",39.96607,-76.30049,"Lancaster County","Lancaster","Pennsylvania","","","Apartment/Group Living","$625000"
